division_name,depot_name,route_code,device_imei,event_location,event_date,speed,ignition_status,gps_status,main_battery_status,vehicle_status,running_status,vehicle_reg_no
SINDHUDURG,VIJAYDURG, ,8.62818E+14,"NH66, Kankavali, Sindhudurg, Maharashtra, 416602, India",29:20.0,38.5,0,1,0,ON ROAD,locationEvent,MH14BT1698
RATNAGIRI,MANDANGAD, ,8.69247E+14,"NH965DD, Mandangad, Kulaba, Konkan Division, Maharashtra, 415203, India",24:54.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2447
THANE,THANE I, ,8.67322E+14,"Shree Nateshwar Mahadev Mandir Marg, Dnyaneshwar Nagar, Naupada, Thane, Maharashtra, 400606, India",09:28.0,0,0,1,0,MAINTENANCE,"stopEvent,locationEvent",MH11T9259
PUNE,INDAPUR, ,8.62818E+14,BHAVANI NAGAR - Bus Stop,05:27.0,20.5,0,1,0,ON ROAD,locationEvent,MH14BT3234
SINDHUDURG,VIJAYDURG, ,8.62818E+14,"MSH4, Pural, Padel Canteen, Sindhudurg, Maharashtra, India",02:40.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH14BT1562
NASIK,IGATPURI,17457,8.68996E+14,"Old Agra Road, Igatpuri, ?????, Nashik, Maharashtra, India",20:17.0,0,1,1,1,ON ROAD,"locationEvent,pathViolationAlert,stopEvent",MH14BT0387
THANE,KALYAN, ,8.69247E+14,KALYAN Depot,09:33.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH13CU6552
MUMBAI,PAREL MUMBAI, ,8.67322E+14,"Wakad Road, Vishal Nagar, Pimple Saudagar, Pune, Pune District, Maharashtra, 411001, India",31:40.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent,tiltAlert,unauthorizedStopAlert",MH06S9795
MUMBAI,KURLA NEHRU NAGAR, ,8.67322E+14,"Vinayak Nagar, Juni Sangvi, Pune, Pune District, Maharashtra, 411001, India",46:59.0,0,1,1,1,AT DWS,"stopEvent,tiltAlert,locationEvent",MH06S8253
PUNE,INDAPUR, ,8.62818E+14,"Indapur, Pune District, Maharashtra, 413106, India",11:51.0,0,0,1,0,ON ROAD,"lowBatteryAlert,stopEvent,locationEvent",MH14BT3850
NAGPUR,NAGPUR CBS 1, ,8.62818E+14,"Shaniwari, Gandhi Baug, Nagpur, Maharashtra, 440001, India",13:47.0,0,0,2,0,ON ROAD,"stopEvent,unauthorizedStopAlert,locationEvent",MH40Y5770
PUNE,SWARGATE, ,8.68997E+14,"Vadgaon Budruk, Pune, Pune District, Maharashtra, 411001, India",02:34.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent,unauthorizedStopAlert",MH47Y0016
THANE,BHIVANDI, ,8.62818E+14,"Agra Road, ??????, Bhiwandi, Thane, Maharashtra, 421100, India",45:23.0,26.3,0,1,0,ON ROAD,locationEvent,MH12EF6615
NAGPUR,NAGPUR RURAL 2, ,8.62818E+14,"NH53, Wadi, Bharat Nagar, Bazargaon, Nagpur, Maharashtra, 440036, India",13:01.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent",MH29BE0874
SATARA,PARGAON KHANDALA, ,8.69247E+14,SURUR FATA - Bus Stop,14:40.0,13.9,0,1,0,ON ROAD,"locationEvent,speedViolationEndAlert",MH14BT2886
SANGLI,TASGAON, ,8.69247E+14,"Mahud Budrukh, Solapur, Maharashtra, 413306, India",33:54.0,0,0,1,1,ON ROAD,locationEvent,MH06S8308
SATARA,WAI,12362,8.68997E+14,WAI Depot,32:51.0,0,0,1,1,ON ROAD,locationEvent,MH12EF6950
NEW VEHICLES,NEW VEHICLES, ,8.69247E+14,PEN RAMWADI - Bus Stop,12:45.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MB1PREHD9KEYE5724
PUNE,SHIVAJINAGAR, ,8.67322E+14,"Shankar Kalat Nagar, Wakad, Punawale, Pune, Pune District, Maharashtra, 411033, India",10:08.0,0,0,1,1,ON ROAD,"tiltAlert,locationEvent,stopEvent,unauthorizedStopAlert",MH14GU3110
AMRAVATI,BADNERA, ,8.62818E+14,"MSH6, Amravati, Maharashtra, 444600, India",09:20.0,64.8,0,1,0,ON ROAD,"locationEvent,speedViolationStartAlert,speedViolationAlert",MH09EM2578
NASIK,LASALGAON, ,8.67322E+14,LASALGAON Depot,45:24.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH11BL9327
MUMBAI,PAREL MUMBAI, ,8.67322E+14,PAREL - Bus Stop,19:55.0,0,0,1,0,ON ROAD,"stopEvent,ignitionOffAlert,locationEvent",MH06S9408
NAGPUR,NAGPUR RURAL 2, ,8.62818E+14,GONDIA - Bus Stop,49:46.0,0,0,2,0,ON ROAD,"stopEvent,mainBatteryDisconnectAlert,locationEvent",MH06BW3620
PUNE,SWARGATE, ,8.68996E+14,BARSHI Depot,35:39.0,0,0,1,0,ON ROAD,"stopEvent,lowBatteryAlert,locationEvent",MH47Y3267
SATARA,DAHIVADI, ,8.69247E+14,DAHIVADI Depot,21:00.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH07C9221
SATARA,DAHIVADI,,8.69247E+14,DAHIVADI Depot,21:00.0,0,0,1,0,ON ROAD,locationEvent,MH20BL0089
JALNA,JALNA, ,8.69247E+14,"ambad lake, NH753H, Ambad, Jalna, Maharashtra, 431204, India",08:34.0,14.4,1,1,1,ON ROAD,locationEvent,MH20BL2611
SANGLI,ISLAMPUR, ,8.68997E+14,"Chandanwadi, Miraj, ??????, Sangli, Sangli district, Maharashtra, 416400, India",36:34.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent",MH14BT0609
JALGAON,JAMNER, ,8.62818E+14,"NH753F, Ajanta, Aurangabad, Maharashtra, 431138, India",31:43.0,0,0,1,0,ON ROAD,locationEvent,MH09EM2519
AMRAVATI,AMRAVATI, ,8.62818E+14,"MSH6, Badnera, Amravati, Maharashtra, 444700, India",34:34.0,52.9,0,1,0,ON ROAD,"speedViolationStartAlert,locationEvent,speedViolationAlert",MH09EM1627
NANDED,HADGAON, ,8.62818E+14,"Nanded-Waghala, Nanded, Nanded, Maharashtra, 431600, India",29:25.0,0,0,2,0,ON ROAD,"locationEvent,stopEvent",MH40N9651
PALGHAR,NALASOPARA, ,8.62818E+14,NALASOPARA Depot,03:06.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH20BL1770
THANE,THANE I, ,8.67322E+14,"Thane Belapur Road, Kranti Nagar, Thane West, Thane, Maharashtra, 400605, India",01:57.0,0,1,1,0,ON ROAD,"locationEvent,mainBatteryDisconnectAlert,stopEvent",MH06S8196
PALGHAR,SAFALA, ,8.62818E+14,"MSH4, Palghar, Maharashtra, 401400, India",47:58.0,0,0,2,0,ON ROAD,"stopEvent,locationEvent",MH20BL1853
SOLAPUR,BARSHI, ,8.62818E+14,VAIRAG - Bus Stop,05:14.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH06S8151
RAIGAD,ALIBAG, ,8.68997E+14,"Sion Panvel Highway, Maitri Park, Zone 5, Mumbai, Mumbai Suburban, Maharashtra, 400071, India",17:21.0,16.4,0,1,0,ON ROAD,"locationEvent,lowBatteryAlert",MH14BT2743
SINDHUDURG,KUDAL, ,8.68997E+14,KARAD Depot,22:28.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH14BT1447
PUNE,SHIVAJINAGAR, ,8.68996E+14,"Swargate, Pune, Pune District, Maharashtra, 411001, India",46:11.0,0,0,1,1,AT DWS,"stopEvent,locationEvent,ignitionOffAlert",MH06S9411
KOLHAPUR,ICHALKARANJI, ,8.68997E+14,SHAHAPUR - Bus Stop,00:40.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH14BT3407
PUNE,INDAPUR, ,8.62818E+14,"Indapur, Pune District, Maharashtra, 413106, India",47:05.0,0,0,1,0,AT DWS,"stopEvent,locationEvent",MH06S8934
RATNAGIRI,DAPOLI, ,8.69247E+14,ADE - Bus Stop,09:02.0,0,0,1,0,ON ROAD,locationEvent,MH14BT2960
PUNE,SHIVAJINAGAR, ,8.67322E+14,"Talegaon, Pune, Pune District, Maharashtra, 412208, India",27:38.0,0,0,1,1,ON ROAD,locationEvent,MH06S8921
NANDED,HADGAON, ,8.62818E+14,"Hadgaon, Nanded, Nanded, Maharashtra, 431712, India",46:11.0,0,0,2,0,ON ROAD,"stopEvent,locationEvent",MH14BT1784
DHULE,DHULE, ,8.69247E+14,"Pune Nashik Road, Sangamner, Ahmadnagar, Ahmednagar, Maharashtra, 422605, India",54:17.0,0,0,1,0,AT DWS,"stopEvent,locationEvent",MH06BW1227
NEW VEHICLES,NEW VEHICLES, ,8.69247E+14,MUMBAI CENTRAL Depot,40:43.0,0,1,1,1,ON ROAD,"stopEvent,locationEvent,ignitionOnAlert",MB1PBEHD3KEYE5853
AHMADNAGAR,TARAKPUR, ,8.69247E+14,"Maliwada Ganpati, Ahmadnagar, Ahmednagar, Maharashtra, 414001, India",59:17.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent,unauthorizedStopAlert",MH408579
DHULE,NANDURBAR, ,8.69247E+14,"Awadhan, Dhule, Maharashtra, 424001, India",43:32.0,0,0,1,0,OFF ROAD,"locationEvent,stopEvent",MH20D8720
SANGLI,TASGAON, ,8.69247E+14,"Manerajuri, Tasgaon, Sangli district, Maharashtra, India",40:34.0,47.2,0,1,0,ON ROAD,locationEvent,MH06S8914
NAGPUR,NAGPUR RURAL 1, ,8.62818E+14,"Umred Road, Techop's Garden, Bahadura, Pachgaon, Nagpur, Maharashtra, 440034, India",32:17.0,32.7,0,1,1,ON ROAD,"locationEvent,otaChangeAlert",MH40Y5893
SATARA,MEDHA, ,8.62818E+14,"Medha, Satara, Maharashtra, 415022, India",24:26.0,32.2,0,1,1,ON ROAD,locationEvent,MH07C9034
PUNE,TALEGAON, ,8.62818E+14,PANDHARPUR Depot,22:57.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH14BT3180
PUNE,BARAMATI, ,8.62818E+14,BARAMATI - Bus Stop,54:53.0,0,0,2,0,ON ROAD,"locationEvent,stopEvent",MH07C7089
NAGPUR,NAGPUR CBS 1, ,8.62818E+14,"Jat-tarodi Road, Shaniwari, Dhantoli, Nagpur, Maharashtra, 440001, India",07:53.0,16.5,1,1,1,ON ROAD,locationEvent,MH40N8615
SATARA,KARAD, ,8.67322E+14,UMBRAJ - Bus Stop,57:44.0,10.1,0,1,0,ON ROAD,locationEvent,MH14BT2833
JALNA,AMBAD, ,8.69247E+14,AMBAD Depot,55:11.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH20BL2013
LATUR,LATUR, ,8.62818E+14,"Pune Sholapur Road, Kegaon, Solapur, Maharashtra, India",48:10.0,74.9,0,1,1,AT DWS,"locationEvent,otaChangeAlert",MH20BL3789
PUNE,SHIVAJINAGAR, ,8.68997E+14,KAPUR HOL - Bus Stop,01:19.0,0,1,1,1,AT DWS,"locationEvent,stopEvent",MH06S9428
THANE,THANE II, ,8.67322E+14,"Thane Belapur Road, Kranti Nagar, Thane West, Thane, Maharashtra, 400605, India",12:03.0,0,0,1,0,ON ROAD,"unauthorizedStopAlert,locationEvent,stopEvent",MH14BT0310
AURANGABAD,AURANGABAD II, ,8.69247E+14,AURANGABAD - Bus Stop,22:02.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH29BE1389
PUNE,DAUND, ,8.62818E+14,MANGALWEDHA Depot,27:45.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent",MH40N8308
SATARA,KOREGAON, ,8.69247E+14,ASGAON FATA - Bus Stop,40:03.0,21.5,0,1,0,ON ROAD,locationEvent,MH14BT0529
SATARA,SATARA, ,8.68997E+14,SATARA Depot,31:49.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH14BT0343
PUNE,TALEGAON, ,8.62818E+14,"NH965, Velapur, Solapur, Maharashtra, 413113, India",35:03.0,57.3,0,1,0,ON ROAD,"locationEvent,ignitionOffAlert",MH14BT3445
SATARA,PATAN, ,8.69247E+14,"Patan, Satara, Maharashtra, 415206, India",00:56.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent",MH14BT1294
MUMBAI,PANVEL, ,8.62818E+14,"ST DEPOT VIDYAVIHAR, Nathani Road, Premier Colony, L Ward, Mumbai, Mumbai Suburban, Maharashtra, 400070, India",14:36.0,0,0,1,0,ON ROAD,"locationEvent,mainBatteryDisconnectAlert",MH07C7277
MUMBAI,PANVEL, ,8.67322E+14,JAKHANGAON - Bus Stop,50:35.0,29.7,0,1,0,ON ROAD,"lowBatteryResetAlert,locationEvent",MH14BT1779
PARBHANI,PARBHANI, ,8.62818E+14,PARBHANI - Bus Stop,35:40.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH20BL3357
JALGAON,JAMNER, ,8.62818E+14,"Jalgaon, ?????, Jalgaon, Maharashtra, 425001, India",51:32.0,0,0,1,1,ON ROAD,locationEvent,MH20BL0346
SATARA,SATARA, ,8.68997E+14,"SH61, Sadar Bazar, Satara, Maharashtra, 415002, India",31:48.0,0,0,1,0,ON ROAD,"unauthorizedStopAlert,locationEvent,stopEvent",MH12EF6683
SATARA,KOREGAON,,8.69247E+14,"Koregaon, Satara, Maharashtra, 415500, India",28:23.0,0,0,1,0,ON ROAD,locationEvent,MH14BT4901
NANDED,HADGAON, ,8.69247E+14,"NH161, Waghala, Nanded-Waghala, Nanded, Nanded, Maharashtra, 431600, India",27:14.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH13CU6990
SATARA,PARGAON KHANDALA, ,8.69247E+14,"NH48, Kudal, Satara, Maharashtra, 415514, India",25:40.0,0,0,1,0,ON ROAD,locationEvent,MH14BT4147
AURANGABAD,PAITHAN, ,8.62818E+14,"SH148, Pachod, Aurangabad, Maharashtra, India",09:44.0,67.2,0,1,1,ON ROAD,locationEvent,MH20BL3311
AURANGABAD,AURANGABAD II, ,8.69247E+14,"Amaravati Bus Station, bus stand road, Amravati, Maharashtra, 444600, India",27:31.0,0,1,1,1,ON ROAD,locationEvent,MH14GU0076
JALGAON,JALGAON, ,8.69247E+14,DHULE Depot,56:51.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH20BL2947
DHULE,DHULE,,8.69247E+14,DHULE - Bus Stop,56:51.0,0,0,1,0,ON ROAD,locationEvent,MH20BL3461
DHULE,DHULE,,8.69247E+14,DHULE - Bus Stop,56:50.0,0,0,1,0,AT DWS,locationEvent,MH09EM9067
SINDHUDURG,MALVAN, ,8.62818E+14,MALVAN Depot,25:26.0,0,0,2,0,ON ROAD,"stopEvent,locationEvent",MH12CH7875
KOLHAPUR,SAMBHAJI NAGAR, ,8.68997E+14,"Sambhaji Nagar Bus Stand, SH130, Old More Colony, Rajarampuri, Kolhapur, Maharashtra, 416007, India",35:47.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH14BT2908
BEED,AMBAJOGAI, ,8.62818E+14,"Prozone, town Center industris, N-2 Cidco, Cidco, Aurangabad, Maharashtra, 431002, India",03:39.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH20BL2352
PALGHAR,SAFALA, ,8.62818E+14,SAFALA Depot,57:52.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH20D9708
THANE,THANE I, ,8.67322E+14,"Kamatghar, Bhivandi, Thane, Maharashtra, 421302, India",47:08.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent",MH09EM3572
NAGPUR,NAGPUR RURAL 1, ,8.62818E+14,"SH213, Singad, Yavatmal, Maharashtra, 445204, India",07:51.0,50,0,1,0,ON ROAD,locationEvent,MH40AQ6419
RATNAGIRI,CHIPLUN, ,8.67322E+14,"Mumbai Ratnagiri Highway, Sangameshwar, Ratnagiri, Maharashtra, 415611, India",06:36.0,45.7,1,1,0,ON ROAD,locationEvent,MH20BL1253
PALGHAR,PALGHAR, ,8.67322E+14,"Palghar Rd, Palghar, Maharashtra, 401400, India",54:20.0,0,1,1,1,ON ROAD,locationEvent,MH12EF6108
SANGLI,ATPADI, ,8.69247E+14,"NH160, Sangli, Sangli district, Maharashtra, 416312, India",54:14.0,67.3,0,1,0,ON ROAD,locationEvent,MH14BT0536
SOLAPUR,SOLAPUR, ,8.62818E+14,KANDAR - Bus Stop,23:20.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent",MH12EF6123
PARBHANI,PARBHANI, ,8.62818E+14,PARBHANI - Bus Stop,52:09.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent",MH20BL3620
JALGAON,JAMNER, ,8.62818E+14,JAMNER Depot,55:21.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH40N9944
THANE,MURBAD, ,8.62818E+14,MURBAD Depot,33:43.0,0,1,1,1,ON ROAD,locationEvent,MH06S8563
SATARA,KOREGAON, ,8.62818E+14,"SH61, Sadar Bazar, Satara, Maharashtra, 415002, India",26:15.0,0,0,1,0,ON ROAD,"unauthorizedStopAlert,stopEvent,locationEvent",MH06S8284
JALGAON,JALGAON, ,8.69247E+14,WORKSHOP - Bus Stop,22:26.0,0,1,1,1,AT DWS,locationEvent,MH20BL2420
BEED,BEED, ,8.69247E+14,"Pali, Bir, Bid, Maharashtra, 431122, India",38:04.0,0,1,1,1,ON ROAD,"locationEvent,stopEvent,unauthorizedStopAlert",MH20BL3841
SATARA,PATAN, ,8.69247E+14,"Patan, Satara, Maharashtra, 415206, India",32:25.0,0,0,1,0,ON ROAD,"lowBatteryAlert,locationEvent",MH07C9566
JALGAON,JALGAON, ,8.69247E+14,JALGAON Depot,26:25.0,0,1,1,1,AT DWS,"stopEvent,locationEvent",MH14BT1600
SATARA,VADUJ, ,8.62818E+14,"Rahimatpur, Satara, Maharashtra, 415511, India",25:59.0,29.2,0,1,0,ON ROAD,"locationEvent,mainBatteryDisconnectAlert",MH14BT1131
SANGLI,TASGAON, ,8.62818E+14,NASIK CBS - Bus Stop,34:18.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent",MH11BL9408
SANGLI,KAVTHEMAHANKAL, ,8.62818E+14,KAVTHEMAHANKAL Depot,29:53.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent",MH14BT0933
SANGLI,KAVTHEMAHANKAL,,8.69247E+14,KAVTHEMAHANKAL Depot,29:52.0,0,0,1,0,ON ROAD,locationEvent,MH40N9440
PUNE,SHIVAJINAGAR, ,8.67322E+14,"Swargate, Pune, Pune District, Maharashtra, 411001, India",29:06.0,0,0,1,1,AT DWS,"tiltAlert,locationEvent",MH06S9491
SATARA,WAI, ,8.68997E+14,WAI Depot,30:24.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH14BT3582
PUNE,NARAYANGAON, ,8.62818E+14,JUNNAR - Bus Stop,01:28.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH20D8615
PALGHAR,VASAI, ,8.62818E+14,NAVGHAR - Bus Stop,42:29.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH20BL0795
NAGPUR,NAGPUR CBS 1, ,8.62818E+14,"Marodi, Nagpur, Maharashtra, India",09:05.0,0,1,1,1,ON ROAD,"stopEvent,locationEvent",MH20D9168
PUNE,NARAYANGAON, ,8.67322E+14,"NH60, Narayangaon, Pune, Pune District, Maharashtra, 410504, India",19:50.0,10.1,1,1,1,ON ROAD,locationEvent,MH07C7279
NAGPUR,NAGPUR RURAL 1, ,8.62818E+14,"Jat-tarodi Road, Shaniwari, Dhantoli, Nagpur, Maharashtra, 440001, India",13:04.0,0,0,1,0,ON ROAD,"locationEvent,unauthorizedStopAlert,stopEvent",MH408565
RATNAGIRI,DEORUKH, ,8.69247E+14,"Industrial Estate, Ratnagiri, Maharashtra, 415612, India",09:59.0,0,0,1,0,ON ROAD,"stopEvent,unauthorizedStopAlert,locationEvent,ignitionOffAlert",MH13CU6585
SATARA,SATARA, ,8.67322E+14,"SH61, Sadar Bazar, Satara, Maharashtra, 415002, India",45:10.0,0,0,1,1,ON ROAD,"tiltAlert,locationEvent,stopEvent",MH11BL9430
SOLAPUR,PANDHARPUR, ,8.62818E+14,"SH76, Pandharpur, Solapur, Maharashtra, 413300, India",10:24.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent",MH06S7585
KOLHAPUR,SAMBHAJI NAGAR,8999,8.68997E+14,"Kagal, Kolhapur, Maharashtra, India",58:36.0,0,0,1,0,ON ROAD,"stopEvent,unauthorizedStopAlert,locationEvent,lowBatteryAlert",MH12EF6356
JALGAON,JALGAON, ,8.69247E+14,JALGAON Depot,03:37.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH14BT2144
KOLHAPUR,ICHALKARANJI, ,8.68997E+14,SHAHAPUR - Bus Stop,20:26.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent,lowBatteryAlert",MH14BT3643
NAGPUR,UMRED, ,8.62818E+14,"Umred, Nagpur, Maharashtra, 441203, India",18:51.0,0,0,2,0,ON ROAD,"stopEvent,locationEvent",MH40N8674
RATNAGIRI,RAJAPUR, ,8.62818E+14,AMBOLGAD - Bus Stop,03:32.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent,unauthorizedStopAlert",MH20BL0458
PARBHANI,PARBHANI, ,8.62818E+14,"NH752K, Parbhani, Maharashtra, 431400, India",02:05.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent,unauthorizedStopAlert",MH20BL2693
PUNE,INDAPUR, ,8.62818E+14,"Pune, Pune District, Maharashtra, India",30:04.0,0,0,1,0,ON ROAD,"stopEvent,unauthorizedStopAlert,locationEvent",MH12EF6103
KOLHAPUR,ICHALKARANJI, ,8.68997E+14,"Warna Bhavan, Shivaji Park, Kolhapur, Maharashtra, 416003, India",09:30.0,0,0,1,0,ON ROAD,"lowBatteryResetAlert,unauthorizedStopAlert,locationEvent,stopEvent",MH14BT3115
SATARA,VADUJ, ,8.62818E+14,"Vaduj, Satara, Maharashtra, 415506, India",57:18.0,0,0,1,0,ON ROAD,locationEvent,MH12EF6358
JALGAON,JALGAON, ,8.69247E+14,WORKSHOP - Bus Stop,29:12.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent",MH20D8331
PUNE,SHIRUR, ,8.62818E+14,SHIRUR Depot,24:36.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH07C7542
SANGLI,KAVTHEMAHANKAL, ,8.69247E+14,KAVTHEMAHANKAL Depot,47:32.0,0,0,1,0,ON ROAD,"locationEvent,mainBatteryDisconnectAlert",MH20BL1357
PARBHANI,BASMAT, ,8.62818E+14,"NH752K, Parbhani, Maharashtra, 431400, India",31:48.0,0,0,1,0,ON ROAD,"locationEvent,unauthorizedStopAlert,stopEvent",MH20BL1746
SOLAPUR,AKKALKOT, ,8.69247E+14,GOGAON - Bus Stop,01:52.0,37.7,0,1,0,ON ROAD,locationEvent,MH14BT3842
RATNAGIRI,CHIPLUN, ,8.67322E+14,"Hathkambe Ratnagiri Road; Mumbai Ratnagiri Highway, Hathkamba, Ratnagiri, Maharashtra, India",58:06.0,22.8,1,1,1,ON ROAD,locationEvent,MH20BL3205
JALGAON,JALGAON, ,8.69247E+14,WORKSHOP - Bus Stop,59:33.0,0,1,1,1,ON ROAD,"stopEvent,locationEvent",MH20D8480
AMRAVATI,BADNERA, ,8.62818E+14,BADNERA - Bus Stop,46:53.0,0,0,2,0,ON ROAD,"stopEvent,locationEvent",MH40N8198
SOLAPUR,KARMALA, ,8.62818E+14,KARMALA Depot,54:47.0,0,0,1,0,ON ROAD,"stopEvent,locationEvent",MH14BT2153
THANE,SHAHAPUR, ,8.62818E+14,"SH44, Hedawali, Thane, Maharashtra, India",21:48.0,47,0,1,1,ON ROAD,locationEvent,MH07C7406
SINDHUDURG,SAWANTWADI, ,8.68997E+14,"Kankavali, Sindhudurg, Maharashtra, 416602, India",12:52.0,0,0,1,0,ON ROAD,"lowBatteryAlert,locationEvent,unauthorizedStopAlert,stopEvent",MH20BL3197
RATNAGIRI,CHIPLUN, ,8.68996E+14,"Industrial Estate, Ratnagiri, Maharashtra, 415612, India",59:51.0,0,0,1,0,AT DWS,"locationEvent,stopEvent,lowBatteryAlert",MH14BT3945
MUMBAI,URAN, ,8.62818E+14,"ST DEPOT VIDYAVIHAR, Nathani Road, Premier Colony, L Ward, Mumbai, Mumbai Suburban, Maharashtra, 400070, India",49:08.0,0,0,1,0,AT DWS,locationEvent,MH14BT0171
LATUR,AUSA, ,8.62818E+14,"MDR15, Shivli, Latur, Maharashtra, India",45:37.0,0,0,1,0,ON ROAD,locationEvent,MH07C7462
MUMBAI,MUMBAI CENTRAL, ,8.67322E+14,"Kirol Road, L Ward, Zone 6, Mumbai, Mumbai Suburban, Maharashtra, 400070, India",32:34.0,10.9,1,1,1,ON ROAD,locationEvent,MH14BT2400
JALGAON,JAMNER, ,8.62818E+14,JAMNER Depot,16:25.0,5.6,0,1,1,AT DWS,"locationEvent,ignitionOffAlert",MH14BT1337
RAIGAD,ALIBAG, ,8.68997E+14,ALIBAG Depot,32:12.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent,ignitionOffAlert",MH20D9721
MUMBAI,KURLA NEHRU NAGAR, ,8.67322E+14,KURLA NEHRU NAGAR Depot,43:55.0,11.2,1,1,1,ON ROAD,locationEvent,MH14BT2629
NASIK,MANMAD, ,8.67322E+14,"NH752G, Yeola, ?????, Nashik, Maharashtra, 423400, India",53:40.0,0,0,1,0,ON ROAD,"locationEvent,stopEvent",MH12EF6915
SOLAPUR,KURDUWADI, ,8.69247E+14,"MDR80, Karkamb, Solapur, Maharashtra, 413302, India",39:04.0,17.8,0,1,1,ON ROAD,locationEvent,MH14BT2875
SANGLI,KAVTHEMAHANKAL, ,8.69247E+14,"Chandanwadi, Miraj, ??????, Sangli, Sangli district, Maharashtra, 416400, India",31:37.0,0,0,1,0,AT DWS,"locationEvent,stopEvent",MH07C9188
MUMBAI,PAREL MUMBAI, ,8.67322E+14,KAPUR HOL - Bus Stop,50:48.0,0,0,1,1,MAINTENANCE,"stopEvent,unauthorizedStopAlert,locationEvent",MH06S9497
RAIGAD,PEN, ,8.62818E+14,"SH93, Pali Ganapati, Kulaba, Raigad, Maharashtra, 410205, India",54:11.0,7.2,0,1,1,ON ROAD,locationEvent,MH20D9774
KOLHAPUR,KOLHAPUR, ,8.68997E+14,KOLHAPUR Depot,37:56.0,0,1,1,1,ON ROAD,"stopEvent,locationEvent",MH07C7306
BHANDARA,BHANDARA, ,8.62818E+14,"Bhandara, Bhandara, Bhandara, Maharashtra, 441900, India",51:31.0,0,0,1,0,ON ROAD,"stopEvent,unauthorizedStopAlert,locationEvent,mainBatteryDisconnectAlert",MH06S7942
PALGHAR,ARNALA, ,8.62818E+14,VIRAR PUSHPANAGAR - Bus Stop,08:47.0,0,0,1,1,ON ROAD,"stopEvent,locationEvent",MH14BT2004
NEW VEHICLES,NEW VEHICLES, ,8.69247E+14,"Railway Station MIDC, Cantonment, Aurangabad, Maharashtra, 431002, India",58:25.0,0,0,1,1,ON ROAD,"locationEvent,stopEvent",MB1PBEHD8KEYE5993
SANGLI,KAVTHEMAHANKAL, ,8.69247E+14,KARAD Depot,07:24.0,0,0,1,0,ON ROAD,"unauthorizedStopAlert,lowBatteryAlert,locationEvent,stopEvent",MH14BT2903
THANE,THANE II, ,8.67322E+14,"Shivaji Path, Chendani Koliwada, Thane West, Thane, Maharashtra, 400602, India",03:13.0,38,1,1,1,ON ROAD,locationEvent,MH20BL3326
RAIGAD,MAHAD, ,8.68997E+14,"Poladpur, Kulaba, Konkan Division, Maharashtra, 402303, India",52:22.0,22.6,0,1,0,ON ROAD,locationEvent,MH07C7421
