"division_name","depot_name","division_id","depot_id","route_code","device_imei","event_location","event_date","speed","ignition_status","gps_status","main_battery_status","vehicle_status","running_status","vehicle_reg_no"
"SOLAPUR","KURDUWADI","46","136"," ","862818047856754","Kurduvadi, Solapur, Maharashtra, 413230, India","2020-06-26 22:13:07.0","0","0","1","0","ON ROAD","stopEvent,locationEvent,unauthorizedStopAlert","MH14BT0582"
"RATNAGIRI","GUHAGAR","44","81"," ","862818041632458","GUHAGAR Depot","2020-06-26 22:12:32.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20BL2113"
"SOLAPUR","AKLUJ","46","6"," ","869247045921522","Tembhurni -Akluj Road, Sangram Nagar, Akluj, Solapur, Maharashtra, 413101, India","2020-06-26 22:12:30.0","0","0","1","0","ON ROAD","unauthorizedStopAlert,locationEvent,stopEvent","MH14BT3512"
"MUMBAI","PANVEL","32","203"," ","862818040324586","PANVEL Depot","2020-06-26 22:12:29.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,mainBatteryDisconnectAlert","MH20BL3104"
"THANE","THANE II","51","263"," ","867322031147291","THANE CBS - Bus Stop","2020-06-26 22:11:18.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH20D9966"
"DHULE","SHINDKHEDA","15","245"," ","862818048095956","Sindkheda, Dhule, Maharashtra, 425406, India","2020-06-26 22:11:13.0","0","0","1","0","ON ROAD","locationEvent,lowBatteryAlert,stopEvent","MH20BL3369"
"SATARA","VADUJ","50","278"," ","862818043716267","SATARA Depot","2020-06-26 22:10:54.0","0","0","2","0","ON ROAD","locationEvent,stopEvent","MH14BT4884"
"THANE","THANE II","51","263"," ","867322031070675","THANE CBS - Bus Stop","2020-06-26 22:10:37.0","0","0","1","0","ON ROAD","locationEvent","MH20D9984"
"OSMANABAD","OSMANABAD","37","187"," ","868997036559340","TULJAPUR Depot","2020-06-26 22:10:17.0","0","0","1","0","AT DWS","tiltAlert,locationEvent,stopEvent","MH07C7444"
"RAIGAD","ROHA","43","224"," ","862818043716721","Roha Bus Station, SH60, Roha, Kulāba, Raigad, Maharashtra, 402105, India","2020-06-26 22:10:10.0","0","0","1","1","ON ROAD","locationEvent","MH20BL0895"
"SANGLI","JAT","45","100"," ","869247045730287","JAT Depot","2020-06-26 22:09:53.0","0","0","1","0","ON ROAD","lowBatteryAlert,stopEvent,locationEvent","MH14BT4217"
"THANE","MURBAD","51","162"," ","862818040408462","MURBAD Depot","2020-06-26 22:09:15.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH07C7202"
"CHANDRAPUR","CHANDRAPUR","14","55"," ","862818047846557","GHUGGUS FATA / PADOLI - Bus Stop","2020-06-26 22:08:48.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH40N8470"
"MUMBAI","KURLA NEHRU NAGAR","32","124"," ","869247044617147","KURLA NEHRU NAGAR Depot","2020-06-26 22:08:13.0","0","0","1","1","ON ROAD","stopEvent,locationEvent","MH13CU7961"
"SANGLI","MIRAJ","45","164"," ","868997036862777","Kupwad, सांगली, Sangli, Sangli district, Maharashtra, 416410, India","2020-06-26 22:07:52.0","0","1","1","1","ON ROAD","locationEvent,stopEvent,unauthorizedStopAlert","MH14BT5084"
"PUNE","NARAYANGAON","41","180"," ","862818040270599","NARAYANGAON Depot","2020-06-26 22:07:16.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH14BT4606"
"SANGLI","ATPADI","45","22"," ","862818043696113","Atpadi, Sangli district, Maharashtra, 415300, India","2020-06-26 22:06:54.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,unauthorizedStopAlert","MH14BT3313"
"THANE","THANE II","51","263"," ","868996035031236","THANE CBS - Bus Stop","2020-06-26 22:06:32.0","0","0","1","1","ON ROAD","locationEvent","MH13CU6861"
"RATNAGIRI","GUHAGAR","44","81"," ","869247045923346","CHIPLUN Depot","2020-06-26 22:05:46.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT3003"
"PUNE","NARAYANGAON","41","180"," ","862818040273288","NARAYANGAON Depot","2020-06-26 22:05:41.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT4195"
"SATARA","SATARA","50","257"," ","868997036775128","SATARA Depot","2020-06-26 22:05:13.0","0","1","1","1","ON ROAD","locationEvent,stopEvent","MH11BL9290"
"MUMBAI","MUMBAI CENTRAL","32","142"," ","867322031146756","MUMBAI CENTRAL Depot","2020-06-26 22:04:02.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,lowBatteryAlert","MH20BL2268"
"LATUR","LATUR","29","140"," ","862818040310775","Old Ausa Road, Deshpande Colony, Latur, Maharashtra, 413512, India","2020-06-26 22:03:59.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20BL3588"
"SANGLI","PALUS","45","201"," ","862818041649460","Kirloskarwadi, Palus, Sangli district, Maharashtra, India","2020-06-26 22:03:46.0","0","1","2","1","ON ROAD","locationEvent","MH14BT0361"
"SINDHUDURG","KANKAVALI","47","123"," ","868997036866505","MALVAN Depot","2020-06-26 22:03:18.0","0","1","1","0","ON ROAD","locationEvent,lowBatteryAlert,stopEvent","MH20BL0441"
"RAIGAD","MANGAON","43","160"," ","862818040309892","CHIPLUN Depot","2020-06-26 22:03:05.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH20BL1658"
"RATNAGIRI","CHIPLUN","44","62"," ","868996034795302","CHIPLUN Depot","2020-06-26 22:02:05.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20BL2579"
"THANE","VITTHAL WADI","51","286"," ","862818041651672","VITTHALWADI - Bus Stop","2020-06-26 22:01:35.0","0","0","2","0","ON ROAD","stopEvent,locationEvent","MH14BT1405"
"SANGLI","KAVTHEMAHANKAL","45","119"," ","869247045900377","KAVTHEMAHANKAL Depot","2020-06-26 22:01:31.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT1137"
"BEED","BEED","6","26"," ","869247044596721","SH156;SH157, Ambajogai, Bīr, Bid, Maharashtra, 431517, India","2020-06-26 22:01:14.0","0","0","1","0","ON ROAD","locationEvent","MH07C7389"
"SANGLI","JAT","45","100"," ","862818040298566","JAT Depot","2020-06-26 22:00:45.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH14BT1210"
"NASIK","NANDGAON","36","177"," ","868997038102032","SH25, Nandgaon, नाशिक, Nashik, Maharashtra, 423106, India","2020-06-26 21:59:40.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH14BT0737"
"SATARA","SATARA","50","257"," ","868997036635082","SATARA Depot","2020-06-26 21:59:06.0","0","1","1","1","ON ROAD","locationEvent,stopEvent","MH14BT4381"
"THANE","SHAHAPUR","51","236"," ","862818040256796","Mumbai Agra National Highway, Shahapur, Thane, Maharashtra, 421601, India","2020-06-26 21:58:56.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT4706"
"PUNE","SHIVAJINAGAR","41","247"," ","868996034793984","SHIVAJI NAGAR PUNE - Bus Stop","2020-06-26 21:58:40.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,lowBatteryAlert","MH06S8114"
"MUMBAI","MUMBAI CENTRAL","32","142"," ","867322030810873","Sion Panvel Highway, Maitri Park, Zone 5, Mumbai, Mumbai Suburban, Maharashtra, 400071, India","2020-06-26 21:58:17.0","19.3","0","1","1","ON ROAD","emergencyWireCutAlert,locationEvent","MH20BL3043"
"RATNAGIRI","DAPOLI","44","70"," ","869247045924757","Dapoli ST, SH104, Dapoli, Kulāba, Konkan Division, Maharashtra, 415712, India","2020-06-26 21:56:53.0","0","0","1","0","ON ROAD","locationEvent,lowBatteryAlert,stopEvent","MH20BL1247"
"AMRAVATI","WARUD","3","293"," ","862818047898251","WARUD - Bus Stop","2020-06-26 21:56:48.0","0","0","2","0","ON ROAD","stopEvent,locationEvent","MH40AQ6408"
"THANE","THANE II","51","263"," ","867322031066954","THANE CBS - Bus Stop","2020-06-26 21:56:42.0","0","1","1","1","ON ROAD","locationEvent,stopEvent","MH14BT2730"
"NANDED","NANDED ","35","176"," ","862818041742034","N.T.C.MILL - Bus Stop","2020-06-26 21:56:34.0","0","1","2","1","ON ROAD","stopEvent,locationEvent","MH20BL2224"
"WARDHA","TALEGAV","53","267"," ","862818047820701","TALEGAON - Bus Stop","2020-06-26 21:55:39.0","0","0","1","0","ON ROAD","stopEvent,locationEvent,unauthorizedStopAlert","MH408221"
"PUNE","RAJGURUNAGAR","41","220"," ","862818040350433","RAJGURUNAGAR Depot","2020-06-26 21:55:25.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH14BT4368"
"NAGPUR","UMRED","34","275"," ","862818043734922","SH247;SH248, Katol, Nagpur, Maharashtra, 441302, India","2020-06-26 21:54:56.0","0","0","2","0","ON ROAD","locationEvent,stopEvent","MH40Y5416"
"RATNAGIRI","KHED","44","112"," ","869247045901847","SH104, Khed, Kulāba, Konkan Division, Maharashtra, 415709, India","2020-06-26 21:54:53.0","0","0","1","1","ON ROAD","locationEvent","MH14BT2756"
"SANGLI","SANGLI","45","233"," ","868996035308600","SANGLI Depot","2020-06-26 21:54:06.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH07C7377"
"SOLAPUR","SOLAPUR","46","242"," ","862818040350565","KANDAR - Bus Stop","2020-06-26 21:54:00.0","0","0","1","0","ON ROAD","unauthorizedStopAlert,locationEvent,stopEvent","MH14BT3795"
"PALGHAR","VASAI","40","285"," ","862818041651466","VASAI Depot","2020-06-26 21:53:19.0","0","0","2","0","ON ROAD","locationEvent,stopEvent","MH20BL0757"
"DHULE","SHINDKHEDA","15","245"," ","862818048034674","DALVADE FATA - Bus Stop","2020-06-26 21:52:27.0","0","0","1","0","ON ROAD","stopEvent,unauthorizedStopAlert,locationEvent","MH20D9513"
"PALGHAR","PALGHAR","40","194"," ","868997036775839","Palghar Rd, Palghar, Maharashtra, 401400, India","2020-06-26 21:51:49.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT2639"
"SANGLI","ATPADI","45","22"," ","869247045740674","Atpadi, Sangli district, Maharashtra, 415300, India","2020-06-26 21:50:39.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH14BT4373"
"NAGPUR","KATOL","34","135"," ","862818040413793","SH247;SH248, Katol, Nagpur, Maharashtra, 441302, India","2020-06-26 21:49:58.0","0","1","2","1","ON ROAD","locationEvent","MH40Y5085"
"DHULE","SHINDKHEDA","15","245"," ","862818048095642","Sindkheda, Dhule, Maharashtra, 425406, India","2020-06-26 21:49:13.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH14BT2086"
"SATARA","SATARA","50","257"," ","868996035031426","SATARA Depot","2020-06-26 21:49:03.0","0","0","1","1","ON ROAD","locationEvent,tiltAlert,stopEvent","MH11BL9439"
"KOLHAPUR","KAGAL","25","111"," ","862818047874120","Kagal, Kolhapur, Maharashtra, 416216, India","2020-06-26 21:48:08.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH12EF6497"
"THANE","THANE II","51","263"," ","867322031091044","THANE CBS - Bus Stop","2020-06-26 21:47:55.0","0","1","1","1","ON ROAD","locationEvent,stopEvent","MH40N9164"
"PUNE","DAUND","41","68"," ","862818041739006","NH160, Veer Savarkar Nagar, Daund, Pune, Pune District, Maharashtra, 413800, India","2020-06-26 21:47:46.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,unauthorizedStopAlert","MH12EF6375"
"NEW VEHICLES","NEW VEHICLES","55","297"," ","869247044638689","THANE CBS - Bus Stop","2020-06-26 21:47:05.0","0","1","1","1","ON ROAD","stopEvent,locationEvent","MB1PBEHD8KEYE5945"
"NASIK","NANDGAON","36","177"," ","867322030943849","SH25, Nandgaon, नाशिक, Nashik, Maharashtra, 423106, India","2020-06-26 21:47:03.0","0","0","1","0","ON ROAD","stopEvent,locationEvent,lowBatteryAlert","MH20BL0214"
"CHANDRAPUR","CHIMUR","14","58"," ","862818047888682","CHIMUR - Bus Stop","2020-06-26 21:46:54.0","0","0","1","0","ON ROAD","stopEvent,locationEvent,lowBatteryAlert","MH40AG6117"
"SANGLI","ATPADI","45","22"," ","869247046011935","Atpadi, Sangli district, Maharashtra, 415300, India","2020-06-26 21:46:46.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,unauthorizedStopAlert","MH14BT4102"
"MUMBAI","MUMBAI CENTRAL","32","142"," ","867322031138399","PANVEL Depot","2020-06-26 21:46:37.0","0","1","1","1","TRANSFERRED","locationEvent,stopEvent","MH14BT2313"
"THANE","THANE II","51","263"," ","867322030782544","THANE CBS - Bus Stop","2020-06-26 21:46:13.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH20D9994"
"WARDHA","HINGANGHAT","53","88"," ","862818047897972","HINGANGHAT - Bus Stop","2020-06-26 21:45:49.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH40Y5148"
"RATNAGIRI","CHIPLUN","44","62"," ","868997031721176","CHIPLUN Depot","2020-06-26 21:45:13.0","0","0","1","0","ON ROAD","lowBatteryAlert,locationEvent,stopEvent","MH20BL1710"
"MUMBAI","MUMBAI CENTRAL","32","142"," ","867322031071251","Bhagwan Swaminarayan Flyover, Rahul Nagar No.2, Zone 5, Mumbai, Mumbai Suburban, Maharashtra, 400 022, India","2020-06-26 21:44:44.0","36.4","1","1","1","ON ROAD","locationEvent","MH20BL3041"
"SOLAPUR","SOLAPUR","46","242"," ","862818040270631","BARSHI Depot","2020-06-26 21:43:33.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH14BT4042"
"AURANGABAD","PAITHAN","5","213"," ","862818040403471","PAITHAN Depot","2020-06-26 21:43:22.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20BL0593"
"SATARA","WAI","50","288"," ","868997036866562","WAI - Bus Stop","2020-06-26 21:42:57.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT4133"
"THANE","KALYAN","51","116"," ","862818041631831","KALYAN Depot","2020-06-26 21:42:49.0","0","0","2","0","ON ROAD","locationEvent","MH14BT2332"
"PALGHAR","VASAI","40","285"," ","862818040262117","Vasai Road, Vasai, Palghar, Maharashtra, 401200, India","2020-06-26 21:42:24.0","0","1","2","1","ON ROAD","stopEvent,locationEvent","MH14BT2739"
"SANGLI","SHIRALA","45","237"," ","869247045739874","SUJAY NAGAR - Bus Stop","2020-06-26 21:42:12.0","0","0","1","0","ON ROAD","unauthorizedStopAlert,stopEvent,locationEvent","MH07C9003"
"RATNAGIRI","DAPOLI","44","70"," ","862818040335996","Dapoli ST, SH104, Dapoli, Kulāba, Konkan Division, Maharashtra, 415712, India","2020-06-26 21:41:29.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT2654"
"PALGHAR","DAHANU","40","67"," ","862818047808953","VIRAR PUSHPANAGAR - Bus Stop","2020-06-26 21:40:56.0","0","0","1","1","ON ROAD","locationEvent,stopEvent","MH20BL2973"
"RATNAGIRI","DEORUKH","44","71"," ","868997036555405","Hathkambe Ratnagiri Road; Mumbai Ratnagiri Highway, Sangameshwar, Ratnagiri, Maharashtra, 415611, India","2020-06-26 21:39:08.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20D9939"
"AMRAVATI","WARUD","3","293"," ","862818047896271","WARUD - Bus Stop","2020-06-26 21:38:46.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,unauthorizedStopAlert","MH12EF6947"
"AMRAVATI","WARUD","3","293"," ","862818047846524","Warud, Amravati, Maharashtra, 444906, India","2020-06-26 21:38:23.0","0","0","1","0","ON ROAD","unauthorizedStopAlert,locationEvent,stopEvent","MH40AQ6133"
"PALGHAR","ARNALA","40","17"," ","862818040275754","ARNALA Depot","2020-06-26 21:37:42.0","5.7","1","1","1","ON ROAD","locationEvent","MH20BL4050"
"CHANDRAPUR","WARORA","14","291"," ","862818047785052","WARORA - Bus Stop","2020-06-26 21:37:36.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,unauthorizedStopAlert","MH14BT4665"
"OSMANABAD","TULJAPUR","37","264"," ","862818047986486","Parbhani, Tuljapur, Osmanabad, Maharashtra, 413600, India","2020-06-26 21:37:24.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20BL2689"
"KOLHAPUR","KOLHAPUR","25","117"," ","868996035032325","KOLHAPUR Depot","2020-06-26 21:37:02.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,lowBatteryAlert","MH11T9268"
"RATNAGIRI","RAJAPUR","44","221"," ","869247045923353","RAJAPUR Depot","2020-06-26 21:36:53.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT0272"
"MUMBAI","MUMBAI CENTRAL","32","142"," ","867322030755904","Sion Panvel Highway, M/W Ward, Mumbai, Mumbai Suburban, Maharashtra, 400 022, India","2020-06-26 21:36:28.0","49.1","1","1","1","ON ROAD","locationEvent","MH20BL3958"
"PALGHAR","BOISAR","40","47"," ","868996034796334","NALASOPARA Depot","2020-06-26 21:35:47.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH14BT2982"
"SINDHUDURG","SAWANTWADI","47","258"," ","868997036543195","SAWANTWADI Depot","2020-06-26 21:34:57.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH06S9562"
"SINDHUDURG","MALVAN","47","156"," ","869247044540844","MALVAN Depot","2020-06-26 21:34:39.0","0","0","1","1","ON ROAD","locationEvent,stopEvent","MH13CU7923"
"NANDED","NANDED ","35","176"," ","862818040257539","N.T.C.MILL - Bus Stop","2020-06-26 21:34:36.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH20BL3520"
"AURANGABAD","PAITHAN","5","213"," ","862818040408546","PAITHAN Depot","2020-06-26 21:34:35.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH20BL2904"
"MUMBAI","URAN","32","277"," ","862818040331086","NH361F, Palam, Parbhani, Maharashtra, India","2020-06-26 21:34:18.0","42.5","0","1","1","MAINTENANCE","locationEvent","MH20BL2986"
"CHANDRAPUR","RAJURA","14","222"," ","869247045991079","NH930D, Chandrapur, Maharashtra, India","2020-06-26 21:32:58.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH40Y5321"
"PALGHAR","NALASOPARA","40","183"," ","862818043717588","NALASOPARA Depot","2020-06-26 21:32:07.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20BL3630"
"MUMBAI","PAREL MUMBAI","32","205"," ","867322031125545","PAREL - Bus Stop","2020-06-26 21:31:23.0","0","0","1","0","ON ROAD","lowBatteryAlert,locationEvent,stopEvent","MH20BL3196"
"DHULE","SHINDKHEDA","15","245"," ","862818047898863","Sindkheda, Dhule, Maharashtra, 425406, India","2020-06-26 21:31:08.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH20BL0914"
"THANE","THANE II","51","263"," ","867322030904627","THANE CBS - Bus Stop","2020-06-26 21:30:21.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,lowBatteryAlert","MH20BL2276"
"SOLAPUR","AKKALKOT","46","7"," ","869247045893101","NH652, Akkalkot, Solapur, Maharashtra, 413216, India","2020-06-26 21:29:43.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH14BT3841"
"AMRAVATI","MORSHI","3","165"," ","862818043710427","Amaravati Bus Station, bus stand road, Amravati, Maharashtra, 444600, India","2020-06-26 21:29:40.0","0","0","2","0","ON ROAD","locationEvent,stopEvent","MH40N8466"
"PALGHAR","VASAI","40","285"," ","862818041623960","Mumbai Delhi Highway, Bapane, Palghar, Maharashtra, 401 208, India","2020-06-26 21:29:34.0","0","1","2","1","ON ROAD","stopEvent,locationEvent","MH14BT2006"
"SANGLI","ATPADI","45","22"," ","862818040401202","Atpadi, Sangli district, Maharashtra, 415300, India","2020-06-26 21:29:18.0","0","0","1","0","ON ROAD","stopEvent,unauthorizedStopAlert,locationEvent","MH14BT3693"
"OSMANABAD","OMERGA","37","186"," ","862818047895422","Umarga, Osmanabad, Maharashtra, 413606, India","2020-06-26 21:29:03.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20BL2632"
"PALGHAR","JAWHAR","40","109"," ","862818047788635","Sunrisenagar, Jawhar, Palghar, Maharashtra, India","2020-06-26 21:28:52.0","0","0","1","0","ON ROAD","locationEvent,unauthorizedStopAlert,stopEvent","MH20D8851"
"SANGLI","MIRAJ","45","164"," ","868997036635264","MIRAJ Depot","2020-06-26 21:28:52.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH14BT4135"
"AHMADNAGAR","TARAKPUR","4","265"," ","869247044535398","TARAKPUR Depot","2020-06-26 21:27:39.0","0","1","1","1","MAINTENANCE","locationEvent,stopEvent","MH06S8463"
"KOLHAPUR","ICHALKARANJI","25","94"," ","868997036635900","SHAHAPUR - Bus Stop","2020-06-26 21:26:32.0","0","0","1","0","ON ROAD","lowBatteryAlert,locationEvent,stopEvent","MH14BT3548"
"THANE","MURBAD","51","162"," ","862818040408355","MURBAD Depot","2020-06-26 21:26:18.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT1395"
"RATNAGIRI","CHIPLUN","44","62"," ","868997036635025","CHIPLUN Depot","2020-06-26 21:26:17.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20BL0438"
"SOLAPUR","SOLAPUR","46","242"," ","862818040400287","Kegaon, Solapur, Maharashtra, 413001, India","2020-06-26 21:25:42.0","0","0","1","0","ON ROAD","locationEvent,unauthorizedStopAlert,stopEvent","MH06BW3595"
"PUNE","SHIVAJINAGAR","41","247"," ","868997031754482","JALNA Depot","2020-06-26 21:25:37.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,tiltAlert","MH14BT2845"
"MUMBAI","KURLA NEHRU NAGAR","32","124"," ","867322031021827","KURLA NEHRU NAGAR Depot","2020-06-26 21:25:25.0","0","1","1","1","ON ROAD","locationEvent,stopEvent","MH20BL2783"
"KOLHAPUR","SAMBHAJI NAGAR","25","229"," ","868997031639949","Sambhaji Nagar Bus Stand, SH130, Old More Colony, Rajarampuri, Kolhapur, Maharashtra, 416007, India","2020-06-26 21:24:35.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH408896"
"NAGPUR","RAMTEK","34","226"," ","862818040403802","ST Bus Depot, NH753, Ramtek, Nagpur, Maharashtra, 441106, India","2020-06-26 21:23:53.0","0","1","2","1","ON ROAD","locationEvent","MH40N8973"
"DHULE","SHINDKHEDA","15","245"," ","862818048109575","DALVADE FATA - Bus Stop","2020-06-26 21:22:47.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,unauthorizedStopAlert","MH20BL1644"
"SANGLI","ISLAMPUR","45","99"," ","868997036653267","ISLAMPUR - Bus Stop","2020-06-26 21:21:37.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT4725"
"PUNE","SHIVAJINAGAR","41","247"," ","868996034796318","SHIVAJI NAGAR PUNE - Bus Stop","2020-06-26 21:21:17.0","0","0","1","0","ON ROAD","locationEvent,stopEvent,tiltAlert","MH06S8148"
"PALGHAR","VASAI","40","285"," ","862818041651698","Chimaji Appa Ground, Bassein Road, Vasai Road, Vasai, Palghar, Maharashtra, 401200, India","2020-06-26 21:20:59.0","0","0","2","0","ON ROAD","locationEvent,stopEvent","MH20BL0773"
"BHANDARA","GONDIA","9","82"," ","862818040424295","GONDIA - Bus Stop","2020-06-26 21:20:58.0","0","0","1","0","ON ROAD","lowBatteryAlert,locationEvent,stopEvent","MH14BT0854"
"WARDHA","ARVI","53","20"," ","862818047858701","NH647, Arvi, Wardha, Maharashtra, 442200, India","2020-06-26 21:20:43.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH40AQ6196"
"THANE","THANE I","51","262"," ","867322031070352","Kalyan - Shil Road, Nilaje, Dombivali, Thane, Maharashtra, 421204, India","2020-06-26 21:19:18.0","46.7","1","1","1","ON ROAD","locationEvent","MH20BL1474"
"THANE","THANE II","51","263"," ","867322031067051","THANE CBS - Bus Stop","2020-06-26 21:19:16.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20D9965"
"PALGHAR","ARNALA","40","17"," ","862818047811783","Agashi Rd, Arnala, Palghar, Maharashtra, India","2020-06-26 21:19:01.0","0","0","1","0","ON ROAD","stopEvent,locationEvent,unauthorizedStopAlert","MH14BT2063"
"THANE","MURBAD","51","162"," ","862818040406037","MURBAD Depot","2020-06-26 21:18:54.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH12EF6967"
"MUMBAI","URAN","32","277"," ","862818041651623","URAN Depot","2020-06-26 21:18:53.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH20BL3947"
"NANDED","NANDED ","35","176"," ","862818040351969","Nanded-Waghala, Nānded, Nanded, Maharashtra, 431600, India","2020-06-26 21:18:08.0","0","0","2","0","ON ROAD","stopEvent,locationEvent","MH06S8732"
"MUMBAI","PANVEL","32","203"," ","862818040412092","PANVEL Depot","2020-06-26 21:17:42.0","0","0","1","0","MAINTENANCE","locationEvent,stopEvent","MH20BL3933"
"RATNAGIRI","RATNAGIRI","44","227"," ","862818041631658","BAMBAR - Bus Stop","2020-06-26 21:17:04.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT2665"
"KOLHAPUR","KAGAL","25","111"," ","862818047880663","Kagal, Kolhapur, Maharashtra, 416216, India","2020-06-26 21:16:17.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT0620"
"MUMBAI","KURLA NEHRU NAGAR","32","124"," ","867322031012578","Sion Panvel Highway, Mankhurd Village, Zone 5, Mumbai, Mumbai Suburban, Maharashtra, 400088, India","2020-06-26 21:15:24.0","30.8","1","1","1","ON ROAD","locationEvent","MH20BL2273"
"NASIK","NANDGAON","36","177"," ","867322030764294","SH25, Nandgaon, नाशिक, Nashik, Maharashtra, 423106, India","2020-06-26 21:15:13.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT0487"
"WARDHA","ARVI","53","20"," ","862818047855632","NH647, Arvi, Wardha, Maharashtra, 442200, India","2020-06-26 21:15:00.0","0","0","1","0","ON ROAD","stopEvent,locationEvent,unauthorizedStopAlert","MH40N8151"
"THANE","THANE II","51","263"," ","867322030864631","THANE CBS - Bus Stop","2020-06-26 21:14:57.0","0","0","1","0","ON ROAD","stopEvent,lowBatteryResetAlert,locationEvent","MH14BT0304"
"SATARA","PATAN","50","214"," ","869247045923080","Patan, Satara, Maharashtra, 415206, India","2020-06-26 21:13:51.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH14BT2885"
"BEED","BEED","6","26"," ","869247044521760","BEED Depot","2020-06-26 21:13:16.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20BL3990"
"KOLHAPUR","GAGANBAWDA","25","77"," ","869247045923866","GAGANBAWDA Depot","2020-06-26 21:13:15.0","0","0","1","0","ON ROAD","stopEvent,locationEvent","MH20BL1352"
"RATNAGIRI","KHED","44","112"," ","862818043696063","SH104, Khed, Kulāba, Konkan Division, Maharashtra, 415709, India","2020-06-26 21:12:58.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH40N9863"
"KOLHAPUR","KAGAL","25","111"," ","862818047887171","Kagal, Kolhapur, Maharashtra, 416216, India","2020-06-26 21:12:54.0","0","0","1","1","ON ROAD","stopEvent,unauthorizedStopAlert,locationEvent","MH14BT0598"
"LATUR","LATUR","29","140"," ","862818040331128","NH548B, Khadgaon, Latur, Maharashtra, 413512, India","2020-06-26 21:11:27.0","0","0","1","0","ON ROAD","locationEvent,stopEvent","MH20BL2217"
"MUMBAI","PANVEL","32","203"," ","867322031084957","NH48, New Panvel, Panvel, Kulāba, Raigad, Maharashtra, 410206, India","2020-06-26 21:11:14.0","45.4","1","1","0","ON ROAD","locationEvent","MH14BT2292"
